scheme_code,scheme_name,isin_growth,isin_dividend
127947,IDFC FTP S-83(729 Days)_Direct Plan_Growth,INF194KA1ZC1,
127950,IDFC FTP S-83(729 Days)_Regular Plan_Growth,INF194KA1ZB3,
127955,Religare Invesco Fixed Maturity Plan - Series 22 - Plan O (370 Days) - Direct Plan - Growth Option,INF205K01ZY2,
127956,Religare Invesco Fixed Maturity Plan - Series 22 - Plan O (370 Days) - Regular Plan - Dividend Payout Option,INF205K01ZV8,
127957,Religare Invesco Fixed Maturity Plan - Series 22 - Plan O (370 Days) - Regular Plan - Growth Option,INF205K01ZW6,
127958,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B13-REGULAR PLAN-DIVIDEND PAYOUT,INF173K01LN5,
127959,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B13-REGULAR PLAN-GROWTH,INF173K01LP0,
127960,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B13-DIRECT PLAN-DIVIDEND PAYOUT,INF173K01LQ8,
127961,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B13-DIRECT PLAN-GROWTH,INF173K01LS4,
127962,Invesco India Fixed Maturity Plan - Series 23 - Plan A (13 Months) - Direct Plan - Growth Option,INF205K01Y83,
127963,Invesco India Fixed Maturity Plan - Series 23 - Plan A (13 Months) - Regular Plan - Growth Option,INF205K01Y67,
127965,Invesco India Fixed Maturity Plan - Series 23 - Plan A (13 Months) - Regular Plan - Dividend Payout Option,INF205K01Y75,
127967,DHFL Pramerica Income Fund - Direct Plan- Growth Option,INF663L01EP3,
127968,DHFL Pramerica Income Fund - Direct Plan - Annual Dividend Option,INF663L01ES7,
127969,DHFL Pramerica Income Fund - Regular Plan - Growth Option,INF663L01EU3,
127970,DHFL Pramerica Income Fund - Regular Plan- Quarterly Dividend Option,INF663L01EV1,
127971,DHFL Pramerica Income Fund - Direct Plan - Quarterly Dividend Option,INF663L01EQ1,
127972,L&T FMP Series X - Plan O (1139 days) - Regular Plan - Dividend (Payout) Option,INF917K01OZ3,
127973,L&T FMP Series X - Plan O (1139 days) - Regular Plan - Growth Option,INF917K01PA3,
127974,L&T FMP Series X - Plan O (1139 days) - Direct Plan - Dividend (Payout)  Option,INF917K01OX8,
127975,L&T FMP Series X - Plan O (1139 days) - Direct Plan - Growth Option,INF917K01OY6,
127978,DWS FIXED MATURITY PLAN - SERIES 54 - DIRECT PLAN -GROWTH,INF223JA1ET8,
127980,DWS FIXED MATURITY PLAN - SERIES 54 - REGULAR PLAN -GROWTH,INF223JA1EO9,
127981,DWS FIXED MATURITY PLAN - SERIES 54 - REGULAR PLAN -QUARTERLY DIVIDEND,INF223JA1EM3,
127985,DSP BlackRock FMP - Series 152 - 12.5M (Maturity Date 11 April 2017) - Direct Plan - Dividend Payout - Regular Payout,INF740K014V9,
127986,DSP BlackRock FMP - Series 152 - 12.5M (Maturity Date 11 April 2017) - Regular Plan - Dividend Payout - Regular Payout,INF740K011V5,
127987,DSP BlackRock FMP - Series 152 - 12.5M (Maturity Date 11 April 2017) - Regular Plan - Growth,INF740K010V7,
127988,DSP BlackRock FMP - Series 152 - 12.5M (Maturity Date 11 April 2017) - Direct Plan - Growth,INF740K013V1,
127989,DSP BlackRock FMP - Series 152 - 12.5M (Maturity Date 11 April 2017) - Regular Plan - Dividend Payout - Quarterly Payout,INF740K012V3,
127990,Aditya Birla Sun Life Fixed Term Plan - Series KK (1129 days) - Direct Plan-Growth,INF209KB1CG3,
127992,Aditya Birla Sun Life Fixed Term Plan - Series KK (1129 days) - Regular Plan-Quarterly Dividend,INF209KB1CF5,
127993,Aditya Birla Sun Life Fixed Term Plan - Series KK (1129 days) - Regular Plan-Growth,INF209KB1CJ7,
127994,Aditya Birla Sun Life Fixed Term Plan - Series KK (1129 days) - Direct Plan-Normal Dividend,INF209KB1CH1,
127996,Birla Sun Life Fixed Term Plan - Series KL (30 days) - Direct Plan-Dividend,,
127997,Birla Sun Life Fixed Term Plan - Series KL (30 days) - Direct Plan-Growth,,
127998,Birla Sun Life Fixed Term Plan - Series KL (30 days) - Regular Plan-Dividend,,
127999,Birla Sun Life Fixed Term Plan - Series KL (30 days) - Regular Plan-Growth,,
128000,Aditya Birla Sun Life Fixed Term Plan - Series KM (1099 days) - Direct Plan-Normal Dividend,INF209KB1CN9,
128002,Aditya Birla Sun Life Fixed Term Plan - Series KM (1099 days) - Direct Plan-Growth,INF209KB1CM1,
128003,Aditya Birla Sun Life Fixed Term Plan - Series KM (1099 days) - Regular Plan-Normal Dividend,INF209KB1CQ2,
128004,Aditya Birla Sun Life Fixed Term Plan - Series KM (1099 days) - Regular Plan-Quarterly Dividend,INF209KB1CL3,
128005,Aditya Birla Sun Life Fixed Term Plan - Series KM (1099 days) - Regular Plan-Growth,INF209KB1CP4,
128006,Kotak Medium Term Fund - Direct Growth,INF174K01VQ5,
128007,Kotak Medium Term Fund - Quarterly Payout of Income Distribution cum capital withdrawal option,INF174K01VM4,INF174K01VO0
128008,Kotak Medium Term Fund - Direct - Quarterly Payout of Income Distribution cum capital withdrawal option,INF174K01VR3,INF174K01VT9
128009,Kotak Medium Term Fund - Growth,INF174K01VL6,
128010,IDFC FTP S-84(1175 Days)_Direct Plan_Growth,INF194KA1ZQ1,
128014,IDFC FTP S-84(1175 Days)_Regular Plan_Growth,INF194KA1ZP3,
128016,IDFC FTP S-84(1175 Days)_Direct Plan_Quaterly Dividend,INF194KA1ZR9,
128018,IDBI FMP - Series IV - 91 Days (March 2014) - H Dividend Regular,INF397L01GZ2,
128019,IDBI FMP - Series IV - 91 Days (March 2014) - H Growth Direct,INF397L01HA3,
128020,IDBI FMP - Series IV - 91 Days (March 2014) - H Growth Regular,INF397L01HB1,
128021,IDBI FMP - Series IV - 91 Days (March 2014) - H Dividend Direct,INF397L01GY5,
128024,DWS FIXED MATURITY PLAN - SERIES 56 - DIRECT PLAN -GROWTH,INF223JA1HJ2,
128026,DWS FIXED MATURITY PLAN - SERIES 56 - REGULAR PLAN -GROWTH,INF223JA1HF0,
128027,DWS FIXED MATURITY PLAN - SERIES 56 - REGULAR PLAN -QUARTERLY DIVIDEND,INF223JA1HD5,
128029,DWS FIXED MATURITY PLAN- SERIES 56 - REGULAR PLAN -ANNUAL DIVIDEND,INF223JA1HE3,
128038,ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G - Cumulative,INF109KB1797,
128039,ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G - Dividend,INF109KB1805,
128040,ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G - Direct Plan - Cumulative,INF109KB1813,
128041,ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G - Direct Plan - Dividend,INF109KB1821,
128042,ICICI Prudential Fixed Maturity Plan-Series 73-392 Days Plan F - Direct Plan - Cumulative,INF109KB1771,
128043,ICICI Prudential Fixed Maturity Plan-Series 73-392 Days Plan F - Direct Plan - Dividend,INF109KB1789,
128044,ICICI Prudential Fixed Maturity Plan-Series 73-392 Days Plan F - Cumulative,INF109KB1755,
128045,ICICI Prudential Fixed Maturity Plan-Series 73-392 Days Plan F - Dividend,INF109KB1763,
128050,HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan,INF179KA1GA4,INF179KA1GB2
128051,HDFC Credit Risk Debt Fund - Growth Option - Direct Plan,INF179KA1FZ3,
128052,HDFC Credit Risk Debt Fund - Quarterly IDCW Option,INF179KA1GD8,INF179KA1GE6
128053,HDFC Credit Risk Debt Fund - Growth Option,INF179KA1GC0,
128054,Baroda Pioneer Fixed Maturity Plan Series M -Plan B (Direct) -Dividend Payout,INF955L01EQ1,
128055,Baroda Pioneer Fixed Maturity Plan Series M -Plan B (Direct)- Growth,INF955L01EP3,
128056,Baroda Pioneer Fixed Maturity Plan Series M- Plan A- Dividend Payout,INF955L01EO6,
128057,Baroda Pioneer Fixed Maturity Plan Series M- Plan A- Growth,INF955L01EN8,
128058,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan H - Cumulative,INF109KB1037,
128059,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan H - Dividend,INF109KB1045,
128060,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan H - Direct Plan - Cumulative,INF109KB1052,
128061,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan H - Direct Plan - Dividend,INF109KB1060,
128062,Kotak FMP Series 144 (371 Days) - Growth,,
128063,Kotak FMP Series 144 (371 Days) - Direct Growth,,
128064,Kotak FMP Series 144 (371 Days) - Dividend,,
128067,BNP Paribas Fixed Term Fund - Series 29 B - Direct Plan - Growth Option,,
128068,BNP Paribas Fixed Term Fund - Series 29 B - Growth option,,
128072,BNP Paribas Fixed Term Fund - Series 29 B - Dividend Payout - On Maturity,,
128074,ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I - Direct Plan - Dividend,INF109KB1BM4,
128075,ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I - Cumulative,INF109KB1BJ0,
128076,ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I - Direct Plan - Cumulative,INF109KB1BL6,
128077,ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I - Dividend,INF109KB1BK8,
128078,Kotak Medium Term Fund - Standard Income Distribution cum capital withdrawal option,INF174K01VN2,INF174K01VP7
128079,Kotak Medium Term Fund - Direct - Standard Income Distribution cum capital withdrawal option,INF174K01VS1,INF174K01VU7
128081,Reliance Fixed Horizon Fund - XXVI - Series 2 - Growth Option,INF204KA1KV1,
128082,Reliance Fixed Horizon Fund - XXVI - Series 2 - Direct Plan - Growth Option,INF204KA1KX7,
128084,Reliance Fixed Horizon Fund - XXVI - Series 2 - Dividend Payout Option,INF204KA1KW9,
128085,DWS FIXED MATURITY PLAN - SERIES 55 - DIRECT PLAN -DIVIDEND,INF223JA1BW8,
128086,DWS FIXED MATURITY PLAN - SERIES 55 - DIRECT PLAN -GROWTH,INF223JA1BZ1,
128088,DWS FIXED MATURITY PLAN - SERIES 55 - REGULAR PLAN -GROWTH,INF223JA1BV0,
128094,DWS FIXED MATURITY PLAN - SERIES 58 - REGULAR PLAN -REGULAR DIVIDEND,INF223J01Q19,
128096,DWS FIXED MATURITY PLAN - SERIES 58 - DIRECT PLAN -GROWTH,INF223J01Q84,
128098,DWS FIXED MATURITY PLAN - SERIES 58 - REGULAR PLAN -GROWTH,INF223J01Q43,
128099,DWS FIXED MATURITY PLAN - SERIES 58 - REGULAR PLAN -QUARTERLY DIVIDEND,INF223J01Q27,
128105,DSP BlackRock FMP - Series 153 - 12M (Maturity Date 27-Jun-2017) - Direct Plan - Dividend Payout - Regular Payout,INF740KA1BR9,
128106,DSP BlackRock FMP - Series 153 - 12M (Maturity Date 27-Jun-2017) - Direct Plan - Growth,INF740KA1BQ1,
128107,DSP BlackRock FMP - Series 153 - 12M (Maturity Date 27-Jun-2017) - Regular Plan - Dividend Payout - Quarterly Payout,INF740KA1BP3,
128108,DSP BlackRock FMP - Series 153 - 12M (Maturity Date 27-Jun-2017) - Regular Plan - Dividend Payout - Regular Payout,INF740KA1BO6,
128109,DSP BlackRock FMP - Series 153 - 12M (Maturity Date 27-Jun-2017) - Regular Plan - Growth,INF740KA1BN8,
128110,ICICI Prudential Regular Savings Fund - Plan - Bonus,INF109KA1319,
128111,ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J - Direct Plan - Dividend,INF109KB1XS5,
128112,ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J - Direct Plan - Cumulative,INF109KB1XR7,
128113,ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J - Cumulative,INF109KB1XP1,
128114,ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J - Dividend,INF109KB1XQ9,
128123,LIC NOMURA MF FIXED MATURITY PLAN SERIES 77-DIRECT PLAN-DIVIDEND PAYOUT,INF767K01JH0,
128124,LIC NOMURA MF FIXED MATURITY PLAN SERIES 77-DIRECT PLAN-GROWTH,INF767K01JI8,
128126,LIC NOMURA MF FIXED MATURITY PLAN SERIES 77-REGULAR PLAN-GROWTH,INF767K01JG2,
128127,UTI FTIF Series XVII -XVII (395 DAYS)-Growth Option,INF789FB1LB0,
128129,UTI FTIF Series XVII -XVII (395 DAYS)-Quarterly Div Option,INF789FA1AU4,INF789FA1AV2
128130,UTI FTIF Series XVII -XVII (395 DAYS)-Maturity Div Option,INF789FB1KY4,
128131,UTI FTIF Series XVII -XVII (395 DAYS)-Flexi Div Option,INF789FA1BA4,INF789FA1BB2
128132,UTI FTIF Series XVII -XVII (395 DAYS)-Growth Option - Direct,INF789FB1LJ3,
128133,UTI FTIF Series XVII -XVII (395 DAYS)-Annual Div Option,INF789FA1AW0,INF789FA1AX8
128134,UTI FTIF Series XVII -XVII (395 DAYS)-Maturity Div Option - Direct,INF789FA1AQ2,
128135,UTI FTIF Series XVII -XVII (395 DAYS)-Quarterly Div Option - Direct,INF789FA1AM1,INF789FA1AN9
128136,UTI FTIF Series XVII -XVII (395 DAYS)-Flexi Div Option - Direct,INF789FA1AS8,INF789FA1AT6
128137,UTI FTIF Series XVII -XVIII (796 DAYS)-Growth Option,INF789FA1BP2,
128138,UTI FTIF Series XVII -XVIII (796 DAYS)-Growth Option - Direct,INF789FA1BH9,
128139,UTI FTIF Series XVII -XVIII (796 DAYS)- Annual Div Option,,
128140,UTI FTIF Series XVII -XVIII (796 DAYS)-Quarterly Div Option,INF789FA1BK3,INF789FA1BL1
128147,Axis Fixed Term Plan - Series 61 (1122 Days) - Regular Plan - Growth,INF846K01MS3,
128148,Axis Fixed Term Plan - Series 61 (1122 Days) - Regular Plan - Dividend,INF846K01MT1,
128149,Axis Fixed Term Plan - Series 61 (1122 Days) - Regular Plan - Half yearly dividend,INF846K01MU9,
128151,Axis Fixed Term Plan - Series 61 (1122 Days) - Direct Plan - Growth,INF846K01MP9,
128157,SBI DEBT FUND SERIES A - 6 REGULAR PLAN - GROWTH,INF200K01Z61,
128158,SBI DEBT FUND SERIES A - 6 DIRECT - GROWTH,INF200K01Z87,
128159,SBI DEBT FUND SERIES A - 6 DIRECT PLAN - DIVIDEND,INF200K01Z95,
128160,SBI DEBT FUND SERIES A - 6 REGULAR PLAN - DIVIDEND,INF200K01Z79,
128161,SBI DEBT FUND SERIES A - 7 DIRECT - GROWTH,INF200K012A0,
128162,SBI DEBT FUND SERIES A - 7 DIRECT PLAN - DIVIDEND,INF200K013A8,
128163,SBI DEBT FUND SERIES A - 7 REGULAR PLAN - DIVIDEND,INF200K011A2,
128164,SBI DEBT FUND SERIES A - 7 REGULAR PLAN - GROWTH,INF200K010A4,
128165,SBI DEBT FUND SERIES - 366 DAYS - 54 - DIRECT PLAN - DIVIDEND,INF200KA1788,
128166,SBI DEBT FUND SERIES - 366 DAYS - 54- DIRECT PLAN - GROWTH,INF200KA1796,
128167,SBI DEBT FUND SERIES - 366 DAYS - 54 - REGULAR PLAN - DIVIDEND,INF200KA1804,
128168,SBI DEBT FUND SERIES - 366 DAYS - 54 - REGULAR PLAN - GROWTH,INF200KA1812,
128169,Aditya Birla Sun Life Fixed Term Plan - Series KN (1121 days) - Direct Plan-Normal Dividend,INF209KB1EP0,
128171,Aditya Birla Sun Life Fixed Term Plan - Series KN (1121 days) - Direct Plan-Growth,INF209KB1EO3,
128172,Aditya Birla Sun Life Fixed Term Plan - Series KN (1121 days) - Regular Plan-Normal Dividend,INF209KB1ES4,
128173,Aditya Birla Sun Life Fixed Term Plan - Series KN (1121 days) - Regular Plan-Quarterly Dividend,INF209KB1EN5,
128174,Aditya Birla Sun Life Fixed Term Plan - Series KN (1121 days) - Regular Plan-Growth,INF209KB1ER6,
128175,Reliance Dual Advantage Fixed Tenure Fund V - Plan E - Growth Option,INF204KA1KR9,
128176,Reliance Dual Advantage Fixed Tenure Fund V - Plan E - Direct Plan - Growth Option,INF204KA1KT5,
128177,Reliance Dual Advantage Fixed Tenure Fund V - Plan E - Dividend Payout Option,INF204KA1KS7,
128178,Reliance Dual Advantage Fixed Tenure Fund V - Plan E - Direct Plan - Dividend Payout Option,INF204KA1KU3,
128179,Reliance Fixed Horizon Fund - XXV - Series 32 - Direct Plan - Dividend Payout Option,INF204KA1KE7,
128180,Reliance Fixed Horizon Fund - XXV - Series 32 - Growth Option,INF204KA1KB3,
128181,Reliance Fixed Horizon Fund - XXV - Series 32 - Direct Plan - Growth Option,INF204KA1KD9,
128183,Reliance Fixed Horizon Fund - XXV - Series 33 - Growth Option,INF204KA1KF4,
128184,Reliance Fixed Horizon Fund - XXV - Series 33 - Dividend Payout Option,INF204KA1KG2,
128185,Reliance Fixed Horizon Fund - XXV - Series 33 - Direct Plan - Growth Option,INF204KA1KH0,
128187,Aditya Birla Sun Life Fixed Term Plan - Series KP (1504 days) - Regular Plan-Growth,INF209KA1X67,
128188,Aditya Birla Sun Life Fixed Term Plan - Series KP (1504 days) - Direct Plan-Normal Dividend,INF209KA1X42,
128190,Aditya Birla Sun Life Fixed Term Plan - Series KP (1504 days) - Direct Plan-Growth,INF209KA1X34,
128191,Aditya Birla Sun Life Fixed Term Plan - Series KP (1504 days) - Regular Plan-Normal Dividend,IINF209KA1X9,
128193,SBI DEBT FUND SERIES - 90 DAYS - 84 - DIRECT PLAN - GROWTH,INF200K01H06,
128194,SBI DEBT FUND SERIES - 90 DAYS - 84- REGULAR PLAN - DIVIDEND,INF200K01G98,
128195,SBI DEBT FUND SERIES - 90 DAYS - 84 - REGULAR PLAN - GROWTH,INF200K01G80,
128196,SBI DEBT FUND SERIES - 90 DAYS - 84 - DIRECT PLAN - DIVIDEND,INF200K01H14,
128197,Reliance Fixed Horizon Fund - XXV - Series 34 - Dividend Payout Option,INF204KA1KK4,
128198,Reliance Fixed Horizon Fund - XXV - Series 34 - Growth Option,INF204KA1KJ6,
128199,Reliance Fixed Horizon Fund - XXV - Series 34 - Direct Plan - Growth Option,INF204KA1KL2,
128201,ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K - Direct Plan - Cumulative,INF109KB1854,
128202,ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K - Direct Plan - Dividend,INF109KB1862,
128203,ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K - Cumulative,INF109KB1839,
128204,ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K - Dividend,INF109KB1847,
128205,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Direct Plan - Cumulative,INF109KA1PR4,
128206,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Direct Plan - Dividend,INF109KA1PS2,
128207,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Cumulative,INF109KA1PP8,
128208,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Dividend,INF109KA1PQ6,
128209,ICICI Prudential Capital Protection Oriented Fund V - PLAN D - 1100 Days - Direct Plan - Dividend,INF109KA1QI1,
128210,ICICI Prudential Capital Protection Oriented Fund V - PLAN D - 1100 Days - Cumulative,INF109KA1QF7,
128211,ICICI Prudential Capital Protection Oriented Fund V - PLAN D - 1100 Days - Dividend,INF109KA1QG5,
128212,ICICI Prudential Capital Protection Oriented Fund V - PLAN D - 1100 Days - Direct Plan - Cumulative,INF109KA1QH3,
128213,IDFC FTP S-85(728 Days)_Regular Plan_Growth,INF194KA13B4,
128214,IDFC FTP S-85(728 Days)_Direct Plan_Growth,INF194KA14B2,
128221,IDFC FTP S-86(1175 Days)_Regular Plan_Growth,INF194KA1ZF4,
128223,IDFC FTP S-86(1175 Days)_Direct Plan_Half Yearly Dividend,INF194KA1ZK4,
128225,IDFC FTP S-86(1175 Days)_Direct Plan_Periodic Dividend,INF194KA1ZJ6,
128226,IDFC FTP S-86(1175 Days)_Direct Plan_Growth,INF194KA1ZI8,
128227,IDFC FTP S-86(1175 Days)_Regular Plan_Half Yearly Dividend,INF194KA1ZH0,
128228,IDFC FTP S-86(1175 Days)_Regular Plan_Periodic Dividend,INF194KA1ZG2,
128229,SBI DEBT FUND SERIES - 90 DAYS - 85 - DIRECT PLAN - DIVIDEND,INF200K01H55,
128230,SBI DEBT FUND SERIES - 90 DAYS - 85 - REGULAR PLAN - DIVIDEND,INF200K01H30,
128231,SBI DEBT FUND SERIES - 90 DAYS - 85 - DIRECT PLAN - GROWTH,INF200K01H48,
128232,SBI DEBT FUND SERIES - 90 DAYS - 85 - REGULAR PLAN - GROWTH,INF200K01H22,
128233,IDBI FLEXI CAP FUND IDCW - Direct Plan,INF397L01HC9,
128234,IDBI FLEXI CAP FUND IDCW - Regular Plan,INF397L01HG0,
128235,IDBI FLEXI CAP FUND Growth Regular,INF397L01HJ4,
128236,IDBI FLEXI CAP FUND Growth Direct,INF397L01HF2,
128237,HDFC FMP 369D March 2014 (1)-Regular Option-Growth Option,INF179KA19H9,
128238,HDFC FMP 369D March 2014 (1)-Regular Option-Dividend Option,INF179KA12H4,
128239,HDFC FMP 369D March 2014 (1)-Regular Option-Flexi Option,INF179KA18H1,
128240,HDFC FMP 369D March 2014 (1)-Direct Option-Growth Option,INF179KA15H7,
128241,HDFC FMP 369D March 2014 (1)-Direct Option-Dividend Option,INF179KA16H5,
128242,HDFC FMP 369D March 2014 (1)-Direct Option-Quarterly Dividend Option,INF179KA17H3,
128243,HDFC FMP 369D March 2014 (1)-Regular Option-Quarterly Dividend Option,INF179KA13H2,
128244,HDFC FMP 369D March 2014 (1)-Direct Option-Flexi Option,INF179KA14H0,
128245,HSBC Fixed Term Series 107 - Growth Option,INF336L01HS3,
128246,HSBC Fixed Term Series 107 - Dividend Option,INF336L01HT1,
128247,HSBC Fixed Term Series 107 - Direct Plan Growth Option,INF336L01HQ7,
128253,Religare Invesco Fixed Maturity Plan - Series 23 - Plan B (367 Days) - Direct Plan - Growth Option,INF205K01C48,
128254,Religare Invesco Fixed Maturity Plan - Series 23 - Plan B (367 Days) - Regular Plan - Growth Option,INF205K01C22,
128257,JPMorgan India Fixed Maturity Plan - Series 35 - RegularPlan - Growth Option,INF843K01IA6,
128258,JPMorgan India Fixed Maturity Plan - Series 35 - Regular Plan - Dividend Option,INF843K01IB4,
128259,JPMorgan India Fixed Maturity Plan - Series 35 - Direct Plan - Growth Option,INF843K01HY8,
128265,Kotak FMP Series 145 (390 Days) - Growth,INF174K01L51,
128266,Kotak FMP Series 145 (390 Days) - Direct Growth,INF174K01L93,
128267,Kotak FMP Series 145 (390 Days) - Dividend,INF174K01P16,
128268,Kotak FMP Series 145 (390 Days) - Direct Dividend,,
128269,HDFC FMP 400D March 2014 (1)-Direct Option-Dividend Option,INF179KA12U7,
128270,HDFC FMP 400D March 2014 (1)-Direct Option-Flexi Option,INF179KA1GQ0,
