scheme_code,scheme_name,isin_growth,isin_dividend
127545,Reliance Fixed Horizon Fund - XXV - Series 28 - Direct Plan - Dividend Payout Option,INF204KA1JK6,
127546,Reliance Fixed Horizon Fund - XXV - Series 28 - Growth Option,INF204KA1JH2,
127547,Reliance Fixed Horizon Fund - XXV - Series 28 - Direct Plan - Growth Option,INF204KA1JJ8,
127548,HDFC FMP 369D February 2014 (2) - Direct Option-Dividend Option,INF179KA12F8,
127549,HDFC FMP 369D February 2014 (2) - Direct Option-Flexi Option,INF179KA10F2,
127550,HDFC FMP 369D February 2014 (2) - Direct Option-Growth Option,INF179KA11F0,
127551,HDFC FMP 369D February 2014 (2) - Direct Option-Quarterly Dividend Option,INF179KA13F6,
127552,HDFC FMP 369D February 2014 (2) - Regular Option-Dividend Option,INF179KA18E8,
127553,HDFC FMP 369D February 2014 (2) - Regular Option-Flexi Option,INF179KA14F4,
127554,HDFC FMP 369D February 2014 (2) - Regular Option-Growth Option,INF179KA15F1,
127555,HDFC FMP 369D February 2014 (2) - Regular Option-Quarterly Dividend Option,INF179KA19E6,
127556,HDFC FMP 793D February 2014 (1) - Direct Option-Flexi Option,INF179KB1PZ1,
127557,HDFC FMP 793D February 2014 (1) - Direct Option-Growth Option,INF179KB1QA2,
127558,HDFC FMP 793D February 2014 (1) - Direct Option-Quarterly Dividend Option,INF179KA1EN2,
127559,HDFC FMP 793D February 2014 (1) - Regular Option-Dividend Option,INF179KB1PX6,
127560,HDFC FMP 793D February 2014 (1) - Regular Option-Growth Option,INF179KB1QE4,
127561,HDFC FMP 793D February 2014 (1) - Regular Option-Quarterly Dividend Option,INF179KA1ER3,
127562,HDFC FMP 793D February 2014 (1) - Direct Option-Dividend Option,INF179KB1QB0,
127563,HDFC FMP 793D February 2014 (1) - Regular Option-Flexi Option,INF179KB1QD6,
127564,IDBI FMP - Series IV - 366 Days (February 2014) - E Dividend Direct,INF397L01GM0,
127565,IDBI FMP - Series IV - 366 Days (February 2014) - E Dividend Regular,INF397L01GN8,
127566,IDBI FMP - Series IV - 366 Days (February 2014) - E Growth Direct,INF397L01GO6,
127567,IDBI FMP - Series IV - 366 Days (February 2014) - E Growth Regular,INF397L01GP3,
127568,Axis Fixed Term Plan - Series 57 (397 Days) - Regular Plan - Growth,INF846K01LO4,
127569,Axis Fixed Term Plan - Series 57 (397 Days) - Regular Plan - Dividend,INF846K01LP1,
127570,Axis Fixed Term Plan - Series 57 (397 Days) - Regular Plan - Quarterly Dividend,INF846K01LQ9,
127571,Axis Fixed Term Plan - Series 57 (397 Days) - Direct Plan - Growth,INF846K01LL0,
127574,IDBI FMP - Series IV - 542 Days (February 2014) - F Growth Regular,INF397L01IX3,
127575,IDBI FMP - Series IV - 542 Days (February 2014) - F Dividend Regular,INF397L01IV7,
127576,IDBI FMP - Series IV - 542 Days (February 2014) - F Growth Direct,INF397L01IW5,
127577,IDBI FMP - Series IV - 542 Days (February 2014) - F Dividend Direct,INF397L01IU9,
127578,Reliance Fixed Horizon Fund - XXV - Series 29 - Growth Option,INF204KA1JL4,
127579,Reliance Fixed Horizon Fund - XXV - Series 29 - Direct Plan - Growth Option,INF204KA1JN0,
127580,Reliance Fixed Horizon Fund - XXV - Series 29 - Dividend Payout Option,INF204KA1JM2,
127581,Reliance Fixed Horizon Fund - XXV - Series 29 - Direct Plan - Dividend Payout Option,INF204KA1JO8,
127589,Aditya Birla Sun Life Fixed Term Plan - Series KF (1140 days) - Direct Plan-Growth,INF209KB1BO9,
127590,Aditya Birla Sun Life Fixed Term Plan - Series KF (1140 days) - Regular Plan-Normal Dividend,INF209KB1BS0,
127591,Aditya Birla Sun Life Fixed Term Plan - Series KF (1140 days) - Regular Plan-Quarterly Dividend,INF209KB1BN1,
127592,Aditya Birla Sun Life Fixed Term Plan - Series KF (1140 days) - Regular Plan-Growth,INF209KB1BR2,
127593,Aditya Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Direct Plan-Normal Dividend,INF209KB1BV4,
127594,Aditya Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Regular Plan-Growth,INF209KB1BX0,
127596,Aditya Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Direct Plan-Growth,INF209KB1BU6,
127597,Aditya Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Regular Plan-Normal Dividend,INF209KB1BY8,
127598,Aditya Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Regular Plan-Quarterly Dividend,INF209KB1BT8,
127599,Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Direct Plan-Normal Dividend,INF209KA1S56,
127600,Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Regular Plan-Normal Dividend,INF209KA1T14,
127601,Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Regular Plan-Quarterly Dividend,INF209KA1S80,
127603,Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Direct Plan-Growth,INF209KA1S49,
127604,Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Regular Plan-Growth,INF209KA1T06,
127606,DSP BlackRock FMP - Series 149 - 12M (Maturity Date 19-Jun-2017) - Direct Plan - Dividend Payout - Regular Payout,INF740KA1BF4,
127607,DSP BlackRock FMP - Series 149 - 12M (Maturity Date 19-Jun-2017) - Direct Plan - Growth,INF740KA1BE7,
127608,DSP BlackRock FMP - Series 149 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Dividend Payout - Quarterly Payout,INF740KA1BD9,
127609,DSP BlackRock FMP - Series 149 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Dividend Payout - Regular Payout,INF740KA1BC1,
127610,DSP BlackRock FMP - Series 149 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Growth,INF740KA1BB3,
127611,JPMorgan India Fixed Maturity Plan - Series 32 - Regular Plan - Growth Option,INF843K01HO9,
127613,JPMorgan India Fixed Maturity Plan - Series 32 - Direct Plan - Growth Option,INF843K01HM3,
127614,JPMorgan India Fixed Maturity Plan - Series 32 - Direct Plan - Dividend Option,INF843K01HN1,
127615,IIFCL MUTUAL FUND INFRASTRUCTURE DEBT FUND SERIES I,INF017Q01011,NA
127616,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan A - Direct Plan - Dividend,INF109KB1029,
127617,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan A - Cumulative,INF109KA18Z0,
127618,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan A - Direct Plan - Cumulative,INF109KB1011,
127619,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan A - Dividend,INF109KA19Z8,
127621,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B12-REGULAR PLAN-GROWTH,INF173K01JA6,
127622,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B12-DIRECT PLAN-DIVIDEND PAYOUT,INF173K01JB4,
127623,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B12-DIRECT PLAN-GROWTH,INF173K01JD0,
127624,Baroda Pioneer Fixed Maturity Plan Series K -Plan B (Direct) -Dividend Payout,INF955L01EI8,
127625,Baroda Pioneer Fixed Maturity Plan Series K- Plan A- Dividend Payout,INF955L01EG2,
127626,Baroda Pioneer Fixed Maturity Plan Series K- Plan A- Growth,INF955L01EF4,
127627,Baroda Pioneer Fixed Maturity Plan Series K -Plan B (Direct)- Growth,INF955L01EH0,
127628,ICICI Prudential Value Fund - Series 3 - Direct Dividend,INF109KA1OE5,
127629,ICICI Prudential Value Fund - Series 3 - Dividend,INF109KA1OD7,
127630,UTI FTIF Series XVII -XIV (423 DAYS)- Growth Option,INF789FB1OB4,
127631,UTI FTIF Series XVII -XIV (423 DAYS)-Growth Option - Direct,INF789FB1OJ7,
127633,UTI FTIF Series XVII -XIV (423 DAYS)-Annual Div Option - Direct,INF789FA1669,INF789FA1677
127634,UTI FTIF Series XVII -XIV (423 DAYS)-Quarterly Div Option,INF789FB1NU6,INF789FB1NV4
127637,UTI FTIF Series XVII -XIV (423 DAYS)-Quarterly Div Option - Direct,INF789FA1644,INF789FA1651
127640,UTI FTIF Series XVII -XV (1825 DAYS)-Growth Option,INF789FA1933,
127641,UTI FTIF Series XVII -XV (1825 DAYS)-Growth Option - Direct,INF789FA1859,
127642,UTI FTIF Series XVII -XV (1825 DAYS)- Annual Div Option,INF789FA1909,INF789FA1917
127644,UTI FTIF Series XVII -XV (1825 DAYS)-Quarterly Div Option,INF789FA1883,INF789FA1891
127645,UTI FTIF Series XVII -XV (1825 DAYS)-Quarterly Div Option - Direct,INF789FA1800,INF789FA1818
127646,UTI FTIF Series XVII -XV (1825 DAYS)-Maturity Div Option,INF789FA1925,
127648,UTI FTIF Series XVII -XV (1825 DAYS)-Flexi Div Option,INF789FA1941,INF789FA1958
127650,Kotak FMP Series 142 (420 Days) - Growth,INF174K01K86,
127651,Kotak FMP Series 142 (420 Days) - Direct Growth,INF174K01L10,
127652,Kotak FMP Series 142 (420 Days) - Dividend,,
127663,DSP BlackRock FMP - Series 150 - 13M - (Maturity Date 11 April 2017) - Regular Plan - Dividend Payout - Quarterly Payout,INF740K016U6,
127664,DSP BlackRock FMP - Series 150 - 13M - (Maturity Date 11 April 2017) - Regular Plan - Dividend Payout - Regular Payout,INF740K015U8,
127665,DSP BlackRock FMP - Series 150 - 13M - (Maturity Date 11 April 2017) - Regular Plan - Growth,INF740K014U1,
127667,DSP BlackRock FMP - Series 150 - 13M - (Maturity Date 11 April 2017) - Direct Plan - Growth,INF740K017U4,
127668,Sundaram Select Micro Cap Series IV - Direct Plan - Dividend Option,INF903J01A14,
127669,Sundaram Select Micro Cap Series IV - Direct Plan - Growth Option,INF903J01A06,
127670,Sundaram Select Micro Cap Series IV - Regular Plan - Dividend Option,INF903J01ZZ1,
127671,Sundaram Select Micro Cap Series IV - Regular Plan - Growth Option,INF903J01ZY4,
127672,IDFC FTP S-76(366 Days)_Regular Plan_Growth,INF194KA1JQ5,
127673,IDFC FTP S-76(366 Days)_Regular Plan_Quarterly Dividend,INF194KA1JR3,
127676,IDFC FTP S-76(366 Days)_Direct Plan_Growth,INF194KA1JM4,
127678,IDFC FTP S-76(366 Days)_Direct Plan_Quarterly Dividend,INF194KA1JN2,
127684,IDFC FTP S-77(1170 Days)_Regular Plan_Growth,INF194KA1B34,
127687,IDFC FTP S-77(1170 Days)_Direct Plan_Growth,INF194KA1B42,
127690,Sundaram Fixed Term Plan FA Regular Plan Growth,INF903J010M2,
127692,Sundaram Fixed Term Plan FA Direct Plan Growth,INF903J013M6,
127695,Sundaram Fixed Term Plan FB Regular Plan Growth,INF903J01C04,
127697,Sundaram Fixed Term Plan FB Regular Plan Quarterly Dividend Payout,INF903J01C20,
127698,Sundaram Fixed Term Plan FB Direct Plan Growth,INF903J01C38,
127706,Sundaram Fixed Term Plan FD Direct Plan Half Yearly Dividend Payout,INF903J019L5,
127708,Sundaram Fixed Term Plan FD Regular Plan Growth,INF903J014L6,
127709,Sundaram Fixed Term Plan FD Regular Plan Half Yearly Dividend Payout,INF903J016L1,
127710,Sundaram Fixed Term Plan FD Regular Plan Quarterly Dividend Payout,INF903J015L3,
127711,Sundaram Fixed Term Plan FD Direct Plan Growth,INF903J017L9,
127712,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan B - Direct Plan - Cumulative,INF109KA16Z4,
127713,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan B - Direct Plan - Dividend,INF109KA17Z2,
127714,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan B - Cumulative,INF109KA14Z9,
127715,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan B - Dividend,INF109KA15Z6,
127716,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan D - Direct Plan - Cumulative,INF109KB1094,
127717,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan D - Cumulative,INF109KB1078,
127718,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan D - Dividend,INF109KB1086,
127719,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan D - Direct Plan - Dividend,INF109KB1102,
127720,ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C - Cumulative,INF109KB1BN2,
127721,ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C - Dividend,INF109KB1BO0,
127722,ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C - Direct Plan - Cumulative,INF109KB1BP7,
127724,ICICI Prudential Fixed Maturity Plan-Series 73-1140 Days Plan E - Direct Plan - Cumulative,INF109KA1OX5,
127725,ICICI Prudential Fixed Maturity Plan-Series 73-1140 Days Plan E - Direct Plan - Dividend,INF109KA1OY3,
127726,ICICI Prudential Fixed Maturity Plan-Series 73-1140 Days Plan E - Cumulative,INF109KA1OV9,
127727,ICICI Prudential Fixed Maturity Plan-Series 73-1140 Days Plan E - Dividend,INF109KA1OW7,
127728,HSBC Fixed Term Series 106 - Growth Option,INF336L01HO2,
127729,HSBC Fixed Term Series 106 - Dividend Option,INF336L01HP9,
127730,HSBC Fixed Term Series 106 - Direct Plan Growth Option,INF336L01HM6,
127732,Reliance Fixed Horizon Fund - XXV - Series 30 - Growth Option,INF204KA1JP5,
127733,Reliance Fixed Horizon Fund - XXV - Series 30 - Dividend Payout Option,INF204KA1JQ3,
127734,Reliance Fixed Horizon Fund - XXV - Series 30 - Direct Plan - Dividend Payout Option,INF204KA1JS9,
127735,Reliance Fixed Horizon Fund - XXV - Series 30 - Direct Plan - Growth Option,INF204KA1JR1,
127737,Sundaram Fixed Term Plan FF Direct Plan Growth,INF903J01E10,
127740,Sundaram Fixed Term Plan FF Regular Plan Growth,INF903J01D86,
127754,HDFC FMP 371D February 2014 (2) - Direct Option-Dividend Option,INF179KA18G3,
127755,HDFC FMP 371D February 2014 (2) - Direct Option-Flexi Option,INF179KA16G7,
127756,HDFC FMP 371D February 2014 (2) - Direct Option-Growth Option,INF179KA17G5,
127757,HDFC FMP 371D February 2014 (2) - Regular Option-Flexi Option,INF179KA10H8,
127758,HDFC FMP 371D February 2014 (2) - Regular Option-Growth Option,INF179KA11H6,
127759,HDFC FMP 371D February 2014 (2) - Regular Option-Quarterly Dividend Option,INF179KA15G9,
127760,HDFC FMP 371D February 2014 (2) - Direct Option-Quarterly Dividend Option,INF179KA19G1,
127761,HDFC FMP 371D February 2014 (2) - Regular Option-Dividend Option,INF179KA14G2,
127762,HDFC FMP 434D February 2014 (1)-Regular Option-Dividend Option,INF179KB1032,
127763,HDFC FMP 434D February 2014 (1)-Regular Option-Quarterly Dividend Option,INF179KB1040,
127764,HDFC FMP 434D February 2014 (1)-Regular Option-Flexi Option,INF179KB1099,
127765,HDFC FMP 434D February 2014 (1)-Direct Option-Growth Option,INF179KB1065,
127766,HDFC FMP 434D February 2014 (1)-Direct Option-Dividend Option,INF179KB1073,
127767,HDFC FMP 434D February 2014 (1)-Regular Option-Growth Option,INF179KB1107,
127768,HDFC FMP 434D February 2014 (1)-Direct Option-Quarterly Dividend Option,INF179KB1081,
127769,HDFC FMP 434D February 2014 (1)-Direct Option-Flexi Option,INF179KB1057,
127778,IDFC FTP S-81(729 Days)_Direct Plan_Growth,INF194KA1KG4,
127779,IDFC FTP S-81(729 Days)_Regular Plan_Growth,INF194KA1KK6,
127782,IDFC FTP S-81(729 Days)_Regular Plan_Periodic Dividened,INF194KA1KN0,
127784,IDFC FTP S-81(729 Days)_Direct Plan_Quaterly Dividend,INF194KA1KH2,
127792,Axis Fixed Term Plan - Series 59 (391 Days) - Regular Plan - Dividend,INF846K01MH6,
127793,Axis Fixed Term Plan - Series 59 (391 Days) - Regular Plan - Quarterly Dividend,INF846K01MI4,
127796,Axis Fixed Term Plan - Series 59 (391 Days) - Regular Plan - Growth,INF846K01MG8,
127797,Axis Fixed Term Plan - Series 59 (391 Days) - Direct Plan - Growth,INF846K01MD5,
127798,IDFC FTP S -82(91 Days)_Direct Plan_Growth,INF194KA1KO8,
127799,IDFC FTP S -82(91 Days)_Regular Plan_Growth,INF194KA1KQ3,
127800,IDFC FTP S -82(91 Days)_Direct Plan_Periodic Dividend,INF194KA1KP5,
127801,IDFC FTP S -82(91 Days)_Regular Plan_Periodic Dividend,INF194KA1KR1,
127803,Baroda Pioneer Fixed Maturity Plan Series L- Plan A- Growth,INF955L01EJ6,
127804,Baroda Pioneer Fixed Maturity Plan Series L -Plan B (Direct)- Growth,INF955L01EL2,
127805,Baroda Pioneer Fixed Maturity Plan Series L- Plan A- Dividend Payout,INF955L01EK4,
127806,Kotak FMP Series 143 (370 Days) - Growth,INF174K01J06,
127807,Kotak FMP Series 143 (370 Days) - Direct Growth,INF174K01J22,
127808,Kotak FMP Series 143 (370 Days) - Dividend,INF174K01J14,
127810,SBI DEBT FUND SERIES - 366 DAYS - 53 - DIRECT PLAN - DIVIDEND,INF200KA1606,
127811,SBI DEBT FUND SERIES - 366 DAYS - 53 - DIRECT PLAN - GROWTH,INF200KA1614,
127812,SBI DEBT FUND SERIES - 366 DAYS - 53 - REGULAR PLAN - DIVIDEND,INF200KA1622,
127813,SBI DEBT FUND SERIES - 366 DAYS - 53 - REGULAR PLAN - GROWTH,INF200KA1630,
127815,UTI FTIF Series XVII -XVI (367 DAYS)- Growth Option,INF789FA1AJ7,
127816,UTI FTIF Series XVII -XVI (367 DAYS)-Growth Option - Direct,INF789FA1AB4,
127817,UTI FTIF Series XVII -XVI (367 DAYS)-Flexi Div Option,INF789FA1AK5,INF789FA1AL3
127818,UTI FTIF Series XVII -XVI (367 DAYS)-Flexi Div Option - Direct,INF789FA1AC2,INF789FA1AD0
127819,UTI FTIF Series XVII -XVI (367 DAYS)- Annual Div Option,INF789FA1AG3,INF789FA1AH1
127820,UTI FTIF Series XVII -XVI (367 DAYS)-Annual Div Option - Direct,INF789FA1982,INF789FA1990
127821,UTI FTIF Series XVII -XVI (367 DAYS)-Quarterly Div Option,INF789FA1AE8,INF789FA1AF5
127822,UTI FTIF Series XVII -XVI (367 DAYS)-Quarterly Div Option - Direct,INF789FA1966,INF789FA1974
127823,UTI FTIF Series XVII -XVI (367 DAYS)-Maturity Div Option,INF789FA1AI9,
127824,UTI FTIF Series XVII -XVI (367 DAYS)- Maturity Div Option - Direct,INF789FA1AA6,
127825,Aditya Birla Sun Life Fixed Term Plan - Series KI (1133 days) - Direct Plan-Normal Dividend,INF209KB1CB4,
127827,Aditya Birla Sun Life Fixed Term Plan - Series KI (1133 days) - Direct Plan-Growth,INF209KB1CA6,
127829,Aditya Birla Sun Life Fixed Term Plan - Series KI (1133 days) - Regular Plan-Quarterly Dividend,INF209KB1BZ5,
127830,Aditya Birla Sun Life Fixed Term Plan - Series KI (1133 days) - Regular Plan-Growth,INF209KB1CD0,
127833,Aditya Birla Sun Life Fixed Term Plan - Series KJ (1499 days) - Direct Plan-Growth,INF209KA1T30,
127834,Aditya Birla Sun Life Fixed Term Plan - Series KJ (1499 days) - Regular Plan-Quarterly Dividend,INF209KA1T22,
127835,Aditya Birla Sun Life Fixed Term Plan - Series KJ (1499 days) - Regular Plan-Growth,INF209KA1T63,
127836,Aditya Birla Sun Life Fixed Term Plan - Series KJ (1499 days) - Regular Plan-Normal Dividend,INF209KA1T71,
127837,JPMorgan India Fixed Maturity Plan - Series 33 - Direct Plan - Growth Option,INF843K01HQ4,
127839,JPMorgan India Fixed Maturity Plan - Series 33 - Regular Plan - Growth Option,INF843K01HS0,
127840,JPMorgan India Fixed Maturity Plan - Series 33 - Regular Plan - Dividend Option,INF843K01HT8,
127841,Reliance Fixed Horizon Fund - XXV - Series 31 - Dividend Payout Option,INF204KA1JU5,
127843,Reliance Fixed Horizon Fund - XXV - Series 31 - Growth Option,INF204KA1JT7,
127844,Reliance Fixed Horizon Fund - XXV - Series 31 - Direct Plan - Growth Option,INF204KA1JV3,
127845,L&T FMP Series X - Plan L (367 days) - Regular Plan - Growth Option,,
127846,L&T FMP Series X - Plan L (367 days) - Direct Plan - Dividend (Payout) Option,,
127847,L&T FMP Series X - Plan L (367 days) - Direct Plan - Growth Option,,
127848,L&T FMP Series X - Plan L (367 days) - Regular Plan - Dividend (Payout) Option,,
127849,BANK OF INDIA BALANCED ADVANTAGE FUND REGULAR PLAN  GROWTH,INF761K01BR9,
127850,BANK OF INDIA BALANCED ADVANTAGE FUND DIRECT PLAN  GROWTH,INF761K01BO6,
127851,BANK OF INDIA BALANCED ADVANTAGE FUND  REGULAR PLAN IDCW,INF761K01BP3,INF761K01BQ1
127852,BANK OF INDIA BALANCED ADVANTAGE FUND  DIRECT PLAN IDCW,INF761K01BM0,INF761K01BN8
127854,DSP BlackRock FMP - Series 151 - 12M (Maturity Date 19-Jun-2017) - Direct Plan - Dividend Payout - Regular Payout,INF740KA1BL2,
127855,DSP BlackRock FMP - Series 151 - 12M (Maturity Date 19-Jun-2017) - Direct Plan - Growth,INF740KA1BK4,
127856,DSP BlackRock FMP - Series 151 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Dividend Payout - Quarterly Payout,INF740KA1BJ6,
127857,DSP BlackRock FMP - Series 151 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Dividend Payout - Regular Payout,INF740KA1BI8,
127858,DSP BlackRock FMP - Series 151 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Growth,INF740KA1BH0,
127859,L&T FMP Series X - Plan M (1520 days) - Direct Plan - Dividend,INF917K01US5,
127860,L&T FMP Series X - Plan M (1520 days) - Regular Plan - Dividend (Payout) Option,INF917K01UU1,
127861,L&T FMP Series X - Plan M (1520 days) - Regular Plan - Growth,INF917K01UV9,
127862,L&T FMP Series X - Plan M (1520 days) - Direct Plan - Growth,INF917K01UT3,
127863,IDFC FTP S-78(1096 Days)_Direct Plan_Growth,INF194KA1ZA5,
127864,IDFC FTP S-78(1096 Days)_Regular Plan_Growth,INF194KA1YZ5,
127871,Tata FMP Series 46 Scheme Q - Plan A -Growth Option,INF277K01U23,
127872,Tata FMP Series 46 Scheme Q - Direct Plan -Growth Option,INF277K01U49,
127873,Tata FMP Series 46 Scheme Q - Plan A -Dividend Option ( Payout),INF277K01U15,
127874,Tata FMP Series 46 Scheme Q - Direct Plan - Dividend Option ( Payout),INF277K01U31,
127875,L&T FMP Series X - Plan N (367 days) - Direct Plan - Dividend (Payout)  Option,,
127877,L&T FMP Series X - Plan N (367 days) - Regular Plan - Growth Option,,
127878,L&T FMP Series X - Plan N (367 days) - Direct Plan - Growth Option,,
127880,DWS FIXED MATURITY PLAN - SERIES 53 - DIRECT PLAN -GROWTH,INF223JA1HB9,
127881,DWS FIXED MATURITY PLAN - SERIES 53 - DIRECT PLAN -QUARTERLY DIVIDEND,INF223JA1GZ0,
127882,DWS FIXED MATURITY PLAN - SERIES 53 - REGULAR PLAN -GROWTH,INF223JA1GX5,
127886,Axis Fixed Term Plan - Series 56 (370 Days) - Regular Plan - Growth,INF846K01LI6,
127887,Axis Fixed Term Plan - Series 56 (370 Days) - Direct Plan - Growth,INF846K01LF2,
127890,Axis Fixed Term Plan - Series 56 (370 Days) - Regular Plan - Dividend,INF846K01LJ4,
127891,Axis Fixed Term Plan - Series 56 (370 Days) - Regular Plan - Quarterly Dividend,INF846K01LK2,
127892,Axis Fixed Term Plan - Series 60 (389 Days) - Regular Plan - Growth,INF846K01MM6,
127893,Axis Fixed Term Plan - Series 60 (389 Days) - Regular Plan - Dividend,INF846K01MN4,
127894,Axis Fixed Term Plan - Series 60 (389 Days) - Direct Plan - Growth,INF846K01MJ2,
127897,Axis Fixed Term Plan - Series 60 (389 Days) - Regular Plan - Quarterly Dividend,INF846K01MO2,
127898,LIC MF RAJIV GANDHI EQUITY SAVINGS SCHEME 2- DIRECT PLAN - DIVIDEND PAYOUT,INF767K01BS4,
127899,LIC MF RAJIV GANDHI EQUITY SAVINGS SCHEME 2- DIRECT PLAN - GROWTH,INF767K01BR6,
127900,LIC MF RAJIV GANDHI EQUITY SAVINGS SCHEME 2- REGULAR PLAN - GROWTH,INF767K01BP0,
127901,LIC MF RAJIV GANDHI EQUITY SAVINGS SCHEME 2- REGULAR PLAN - DIVIDEND PAYOUT,INF767K01BQ8,
127906,IDBI FMP - Series IV - 387 Days (March 2014) - G Dividend Direct,INF397L01GU3,
127907,IDBI FMP - Series IV - 387 Days (March 2014) - G Dividend Regular,INF397L01GV1,
127908,IDBI FMP - Series IV - 387 Days (March 2014) - G Growth Direct,INF397L01GW9,
127909,IDBI FMP - Series IV - 387 Days (March 2014) - G Growth Regular,INF397L01GX7,
127910,Reliance Fixed Horizon Fund - XXVI - Series 1 - Growth Option,INF204KA1JX9,
127911,Reliance Fixed Horizon Fund - XXVI - Series 1 - Direct Plan - Growth Option,INF204KA1JZ4,
127912,Reliance Fixed Horizon Fund - XXVI - Series 1 - Dividend Payout Option,INF204KA1JY7,
127913,Reliance Fixed Horizon Fund - XXVI - Series 1 - Direct Plan - Dividend Payout Option,INF204KA1KA5,
127914,Union KBC Fixed Maturity Plan - Series 10 - Regular Plan - Dividend Payout Option,INF582M01BP9,
127915,Union KBC Fixed Maturity Plan - Series 10 - Direct Plan - Growth Option,INF582M01BM6,
127916,Union KBC Fixed Maturity Plan - Series 10 - Direct Plan - Dividend Payout Option,INF582M01BN4,
127917,Union KBC Fixed Maturity Plan - Series 10 - Regular Plan - Growth Option,INF582M01BO2,
127918,Aditya Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan-Dividend,INF209KA1DI8,
127919,Aditya Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan-Growth,INF209KA1DH0,
127920,Aditya Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan-Dividend,INF209KA1DG2,
127921,Aditya Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan-Growth,INF209KA1DF4,
127922,HDFC FMP 370D March 2014 (1)-Regular Option-Dividend Option,INF179KA10I6,
127923,HDFC FMP 370D March 2014 (1)-Regular Option-Quarterly Dividend Option,INF179KA11I4,
127924,HDFC FMP 370D March 2014 (1)-Direct Option-Growth Option,INF179KA13I0,
127925,HDFC FMP 370D March 2014 (1)-Direct Option-Dividend Option,INF179KA14I8,
127926,HDFC FMP 370D March 2014 (1)-Direct Option-Quarterly Dividend Option,INF179KA15I5,
127927,HDFC FMP 370D March 2014 (1)-Direct Option-Flexi Option,INF179KA12I2,
127928,HDFC FMP 370D March 2014 (1)-Regular Option-Growth Option,INF179KA17I1,
127929,HDFC FMP 370D March 2014 (1)-Regular Option-Flexi Option,INF179KA16I3,
127930,HDFC FMP 435D March 2014 (1)-Direct Option-Quarterly Dividend Option,INF179KB1AE8,
127931,HDFC FMP 435D March 2014 (1)-Regular Option-Growth Option,INF179KB1AG3,
127932,HDFC FMP 435D March 2014 (1)-Regular Option-Dividend Option,INF179KB1982,
127933,HDFC FMP 435D March 2014 (1)-Regular Option-Quarterly Dividend Option,INF179KB1990,
127934,HDFC FMP 435D March 2014 (1)-Regular Option-Flexi Option,INF179KB1AF5,
127935,HDFC FMP 435D March 2014 (1)-Direct Option-Growth Option,INF179KB1AC2,
127936,HDFC FMP 435D March 2014 (1)-Direct Option-Dividend Option,INF179KB1AD0,
127937,HDFC FMP 435D March 2014 (1)-Direct Option-Flexi Option,INF179KB1AB4,
127938,IDFC FTP S-79(1170 Days)_Regular Plan_Growth,INF194KA1B59,
127939,IDFC FTP S-79(1170 Days)_Regular Plan_Quaterly Dividend,INF194KA1B67,
127940,IDFC FTP S-79(1170 Days)_Regular Plan_Periodic Dividend,INF194KA1B83,
127944,IDFC FTP S-79(1170 Days)_Direct Plan_Growth,INF194KA1B91,
127945,IDFC FTP S-79(1170 Days)_Regular Plan_Half Yearly Dividend,INF194KA1B75,
